JobID,JobName,JobCode,MoldDesignID,InstructionID,ProcessingItemID,ResponsiblePersonID,MachiningCustomerID,OutsourcingID,MoldID,JobType,JobStartDate,JobEndDate,JobQuantity,JobStatus,JobDescription,JobNote,IDMaKhuonThietKe,IDVatLieuNhua,YearPeriod,MonthPeriod,Approved,DeliveryDeadline,ReleasePeriod,BeginDate,DateEntry,PostProductionFeedback,AnhKhuonJob,NgayChupAnhKhuonJob,KhoiLuongKhuonJob,NoiGCkhuon,FormingLocation,MoldShippingDate,TeflonWaiting,InventoryCheckUponReProduction,DrawingChecUponReProduction,ToleranceX,ToleranceY,SeparateCutter,QuantitySentToTheOffice,NoiNhan,PriceQuote,UnitPrice,LoaiThungDong,BaoNilon,PocketTEST,ProductionCommunication,PlugAri,TrayWeight,IsSelected,JobFolderLink,Vt1,Split1,Split1Right,Vt2,Split2,Split2Right,Vt3,Split3,Split3Right,JobCodeAuto
524,TBG-031,TBG031,2347,,1,1,2,,4619,,4/12/2023,,1,,,,TBG-031M,,2023,4,TRUE,4/28/2023,新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,55.3,1. 印刷,1. 要,,,FALSE,,FALSE,,4,TBG,031,0,031,031,0,031,031,TBG031
525,TBG-032,TBG032,2348,,1,1,2,,4621,,9/12/2023,,1,,,,TBG-032M,,2023,9,TRUE,9/20/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,90.3,1. 印刷,1. 要,,,FALSE,,FALSE,,4,TBG,032,0,032,032,0,032,032,TBG032
526,TCB-005,TCB005,2352,,6,5,2,,2090,,,,1,,,,TCB-005,,2024,0,TRUE,1/19/2024,3.再製作,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TCB,005,0,005,005,0,005,005,TCB005
527,TCS-001,TCS001,2353,,1,1,2,,46,,,,,,,,TCS-001,,2024,0,TRUE,3/15/2024,,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TCS,001,0,001,001,0,001,001,TCS001
528,TDS-006 R2,TDS006R2,2360,,1,1,1,,55,,7/18/2024,,1,,廃棄済み2024.07,,TDS-006 R2,,2024,0,TRUE,,,,,,,7/18/2024,12.10,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TDS,006 R2,0,006 R2,006 R2,0,006 R2,006 R2,TDS006 R2
529,TDS-007 R2,TDS007R2,2362,,1,1,2,,56,,7/18/2024,,1,,廃棄済み2024.07,,TDS-007 R2,,2024,0,TRUE,,,,,,,7/18/2024,11.45,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TDS,007 R2,0,007 R2,007 R2,0,007 R2,007 R2,TDS007 R2
530,TDW-001D R2,TDW001DR2,3604,,2,1,2,,4639,,6/26/2024,,1,,,,TDW-001D R2,,2024,7,TRUE,7/20/2024,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TDW,001D R2,0,001D R2,001D R2,0,001D R2,001D R2,TDW001D R2
531,TDW-001D　R3,TDW001DR3,2368,,2,1,2,,4615,,7/19/2024,,1,,,,TDW-001D R3,,2024,7,TRUE,7/22/2024,3.再製作,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TDW,001D　R3,0,001D　R3,001D　R3,0,001D　R3,001D　R3,TDW001D　R3
532,TDW-001R3,TDW001R3,2366,,1,1,2,,4218,,8/17/2024,,1,,,,TDW-001 R3,,2024,8,TRUE,8/27/2024,1.新規金型,,,,,,6.15,1. 社内,1. 社内,,TRUE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,74.9,1. 印刷,2. 否,済,,FALSE,,FALSE,,4,TDW,001R3,0,001R3,001R3,0,001R3,001R3,TDW001R3
533,TE-014,TE014,2424,,1,5,2,,159,,7/16/2024,,1,,,砂ショット,TE-014,,2024,0,TRUE,7/18/2024,6.その他,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,3,TE,014,0,014,014,0,014,014,TE014
534,THP-007,THP007,3002,,1,1,2,,2933,,6/18/2024,,1,,,,THP-007,,2024,6,TRUE,6/25/2024,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,71.4,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,THP,007,0,007,007,0,007,007,THP007
535,TIH-020,TIH020,3028,,,1,,,1135,,,,1,,,,TIH-020,,,,TRUE,,,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TIH,020,0,020,020,0,020,020,TIH020
536,TKD-016,TKD016,3064,,6,1,2,,1238,,7/22/2024,,1,,,,TKD-016,,2024,0,TRUE,7/22/2024,3.再製作,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TKD,016,0,016,016,0,016,016,TKD016
537,TKD-020,TKD020,3068,,1,1,2,,4606,,6/7/2023,,1,,,,TKD-020M,,2023,6,TRUE,6/26/2023,1.新規金型,,,,IMG_2770.JPG;IMG_2771.JPG,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,38.5,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,TKD,020,0,020,020,0,020,020,TKD020
538,TKD-020D TEST,TKD020DTEST,3067,,2,1,2,,4607,,,,1,,,,TKD-020D,,2023,5,TRUE,5/27/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TKD,020D TEST,0,020D TEST,020D TEST,0,020D TEST,020D TEST,TKD020D TEST
539,TKD-021,TKD021,3070,,1,1,1,1,4609,,,,1,,茨城工場へ送る,,TKD-021M,,2023,6,TRUE,6/26/2023,1.新規金型,,,,,,,1. 社内,2. 外注,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,54.6,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,TKD,021,0,021,021,0,021,021,TKD021
540,TKD-021D TEST,TKD021DTEST,3069,,2,1,2,,4610,,,,1,,,,TKD-021D,,2023,5,TRUE,5/27/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TKD,021D TEST,0,021D TEST,021D TEST,0,021D TEST,021D TEST,TKD021D TEST
541,TKD-022,TKD022,3071,,1,1,1,1,4612,,6/7/2023,,1,,茨城工場へ送る,,TKD-022,,2023,6,TRUE,6/2/2023,1.新規金型,,,,,,,1. 社内,2. 外注,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,67.2,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,TKD,022,0,022,022,0,022,022,TKD022
542,TKD-022D TEST,TKD022DTEST,3072,,2,1,2,,4620,,,,1,,,,TKD-022D,,2023,5,TRUE,5/27/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TKD,022D TEST,0,022D TEST,022D TEST,0,022D TEST,022D TEST,TKD022D TEST
543,TNX-004,TNX004,3112,,7,8,2,,618,,5/13/2024,,1,,,,TNX-004,,2024,0,FALSE,5/13/2024,4.修理,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TNX,004,0,004,004,0,004,004,TNX004
544,TNX-024,TNX024,3128,,11,,,,703,,,,1,,,,TNX-024,,2023,0,TRUE,9/14/2023,6.その他,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TNX,024,0,024,024,0,024,024,TNX024
545,TOK-006,TOK006,3134,,1,1,2,,31,,12/8/2022,,1,,,,TOK-006,,2022,12,TRUE,12/22/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,TOK,006,0,006,006,0,006,006,TOK006
546,TOK-007,TOK007,3135,,1,1,2,,30,,12/8/2022,,1,,,,TOK-007,,2022,12,TRUE,12/23/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,TOK,007,0,007,007,0,007,007,TOK007
547,TOK-008,TOK008,3136,,1,1,2,,1992,,2/21/2023,,1,,,,TOK-008,,2023,2,TRUE,3/1/2023,新規金型,,,,,,,,,,FALSE,No,No,,,No,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TOK,008,0,008,008,0,008,008,TOK008
548,TOK-009,TOK009,3137,,1,1,2,,2012,,2/21/2023,,1,,,,TOK-009,,2023,2,TRUE,3/1/2023,新規金型,,,,,,,,,,FALSE,No,No,,,No,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TOK,009,0,009,009,0,009,009,TOK009
549,TOK-010,TOK010,3139,,1,1,2,,4505,,,,1,,,,TOK-010M,,2023,5,TRUE,5/30/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,89.6,1. 印刷,1. 要,,,FALSE,,FALSE,,4,TOK,010,0,010,010,0,010,010,TOK010
550,TOK-011,TOK011,3141,,1,1,2,,4506,,6/16/2023,,1,,,,TOK-011M,,2023,6,TRUE,6/30/2023,1.新規金型,6/16/2023,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,,メール通り,TRUE,95.2,1. 印刷,1. 要,,,FALSE,,FALSE,,4,TOK,011,0,011,011,0,011,011,TOK011
551,TOK-012,TOK012,3142,,1,1,2,,29,,6/16/2023,,1,,,,TOK-012,,2023,6,TRUE,6/30/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,,メール通り,TRUE,89.6,1. 印刷,1. 要,,,FALSE,,FALSE,,4,TOK,012,0,012,012,0,012,012,TOK012
552,TOK-013,TOK013,3143,,1,1,2,,25,,6/16/2023,,1,,不具合発生,,TOK-013,,2023,6,TRUE,7/3/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,95.2,1. 印刷,1. 要,,,FALSE,,FALSE,,4,TOK,013,0,013,013,0,013,013,TOK013
553,TOK-014,TOK014,3144,,1,1,2,,21,,6/16/2023,,1,,,,TOK-014,,2023,6,TRUE,7/4/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,,メール通り,TRUE,89.6,1. 印刷,1. 要,,,FALSE,,FALSE,,4,TOK,014,0,014,014,0,014,014,TOK014
554,TOK-015,TOK015,3145,,1,1,2,,22,,6/22/2023,,1,,,,TOK-015,,2023,6,TRUE,7/6/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,37.1,1. 印刷,1. 要,,,FALSE,,FALSE,,4,TOK,015,0,015,015,0,015,015,TOK015
555,TOK-016,TOK016,3146,,1,1,2,,28,,6/22/2023,,1,,,,TOK-016,,2023,6,TRUE,7/6/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,58.1,1. 印刷,1. 要,,,FALSE,,FALSE,,4,TOK,016,0,016,016,0,016,016,TOK016
556,TOK-017,TOK017,3147,,1,1,2,,27,,6/23/2023,,1,,,,TOK-017,,2023,6,TRUE,7/10/2023,1.新規金型,6/27/2023,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,37.1,1. 印刷,1. 要,,,FALSE,,FALSE,,4,TOK,017,0,017,017,0,017,017,TOK017
557,TOK-018,TOK018,3148,,1,1,2,,1988,,6/26/2023,,1,,,,TOK-018,,2023,6,TRUE,7/11/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,58.1,1. 印刷,1. 要,,,FALSE,,FALSE,,4,TOK,018,0,018,018,0,018,018,TOK018
558,TSB-003,TSB003,3158,,1,1,2,,724,,8/9/2022,8/8/2022,1,,,,TSB-003,,,,TRUE,9/1/2022,,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,TSB,003,0,003,003,0,003,003,TSB003
559,TSP-005,TSP005,3162,,1,1,2,,2208,,,8/20/2022,1,,,,TSP-005,,,,TRUE,8/23/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,TSP,005,0,005,005,0,005,005,TSP005
560,Vプーリー,Vプーリー,3178,,19,1,2,,4540,,,,1,,,,Vプーリー,,2024,0,FALSE,,2.新規,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,0,Vプーリー,Vプーリー,0,Vプーリー,Vプーリー,0,Vプーリー,Vプーリー,Vプーリー
561,WB ND 470x300x38,WBND470x300x38,3179,,3,1,2,,4511,,,,1,,,,WB ND 470x300x38,,2023,8,TRUE,,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,0,WB ND 470x300x38,WB ND 470x300x38,0,WB ND 470x300x38,WB ND 470x300x38,0,WB ND 470x300x38,WB ND 470x300x38,WB ND 470x300x38
562,WB Rv53 470x300 (1-160-4),WBRv53470x300(11604),3180,,3,1,1,,4562,,,,1,,,,WB Rv53 470x300,,2024,6,TRUE,6/12/2024,3.再製作,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,19,WB Rv53 470x300 (1,160-4),4,160,4),0,4),4),WB Rv53 470x300 (11604)
563,WB74 - 499x347,WB74499x347,3183,,3,1,2,,4512,,,,1,,,,WB74 499x347,,2022,12,TRUE,12/14/2022,新規,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,6,WB74,499x347,0,499x347,499x347,0,499x347,499x347,WB74  499x347
564,WB74 - 500x400x50 YMS,WB74500x400x50YMS,3184,,3,1,2,,4513,,12/8/2023,,1,,,,WB74 500x400x50 YMS,,2023,12,TRUE,12/19/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,6,WB74,500x400x50 YMS,0,500x400x50 YMS,500x400x50 YMS,0,500x400x50 YMS,500x400x50 YMS,WB74  500x400x50 YMS
565,WB74 - 590x350,WB74590x350,3187,,,1,2,,4514,,,8/20/2022,1,,,,WB74 590x350,,,,TRUE,8/23/2022,,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,6,WB74,590x350,0,590x350,590x350,0,590x350,590x350,WB74  590x350
566,WB74 - 620x250,WB74620x250,3191,,3,1,2,,4515,,10/16/2023,,1,,,,WB74 UPPER - 620x250,,2023,10,TRUE,,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,6,WB74,620x250,0,620x250,620x250,0,620x250,620x250,WB74  620x250
567,WB74 470x450,WB74470x450,3182,,3,1,2,,4516,,3/23/2023,,1,,,,WB74 470x450,,2023,3,TRUE,,新規,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,0,WB74 470x450,WB74 470x450,0,WB74 470x450,WB74 470x450,0,WB74 470x450,WB74 470x450,WB74 470x450
568,WB74 515x347 FHJ,WB74515x347FHJ,3185,,3,1,2,,4517,,,,1,,,,WB74 515x347 FHJ,,2023,10,TRUE,10/20/2023,2.新規,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,0,WB74 515x347 FHJ,WB74 515x347 FHJ,0,WB74 515x347 FHJ,WB74 515x347 FHJ,0,WB74 515x347 FHJ,WB74 515x347 FHJ,WB74 515x347 FHJ
569,WB74 530x350,WB74530x350,3186,,3,7000,2,,4489,,5/14/2024,,1,,,,WB74 530x350,,2024,5,TRUE,5/16/2024,2.新規,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,0,WB74 530x350,WB74 530x350,0,WB74 530x350,WB74 530x350,0,WB74 530x350,WB74 530x350,WB74 530x350
570,WB74 590x400 H60　SMK,WB74590x400H60SMK,3189,,3,1,2,,4487,,12/7/2023,,1,,,,WB74 590x400 H60 SMK,,2023,12,TRUE,12/9/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,0,WB74 590x400 H60　SMK,WB74 590x400 H60　SMK,0,WB74 590x400 H60　SMK,WB74 590x400 H60　SMK,0,WB74 590x400 H60　SMK,WB74 590x400 H60　SMK,WB74 590x400 H60　SMK
571,WB74- H65 590x350,WB74H65590x350,3188,,3,1,2,,4507,,9/28/2023,,1,,,,WB74 590x350 H65,,2023,9,TRUE,,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,5,WB74,H65 590x350,0,H65 590x350,H65 590x350,0,H65 590x350,H65 590x350,WB74 H65 590x350
572,WB74 ND 470x300,WB74ND470x300,3190,,3,7000,1,,4481,,5/27/2024,,1,,,,WB74 ND 470x300,,2024,6,TRUE,6/3/2024,2.新規,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,0,WB74 ND 470x300,WB74 ND 470x300,0,WB74 ND 470x300,WB74 ND 470x300,0,WB74 ND 470x300,WB74 ND 470x300,WB74 ND 470x300
573,WKE-002,WKE002,3194,,7,7,2,,1309,,11/7/2022,,1,,,,WKE-002,,,,TRUE,11/7/2022,,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,WKE,002,0,002,002,0,002,002,WKE002
574,WTN-003,WTN003,3199,,1,9,3,,3041,,9/30/2023,,1,,,,WTN-003,,2023,0,TRUE,9/30/2023,4.修理,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,WTN,003,0,003,003,0,003,003,WTN003
575,WTN-006 R1,WTN006R1,3203,,1,1,2,,4510,,4/24/2023,,1,,,,WTN-006M R1,,2023,4,TRUE,5/15/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,,メール通り,TRUE,88.9,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,WTN,006 R1,0,006 R1,006 R1,0,006 R1,006 R1,WTN006 R1
576,WTN-006 R1 TEST,WTN006R1TEST,3203,,2,1,2,,4510,,,,1,,,,WTN-006M R1,,2023,4,TRUE,4/8/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,WTN,006 R1 TEST,0,006 R1 TEST,006 R1 TEST,0,006 R1 TEST,006 R1 TEST,WTN006 R1 TEST
577,WTN-006 R2,WTN006R2,3204,,1,1,2,,4498,,,,1,,,,WTN-006M R2,,2023,6,TRUE,6/27/2023,1.新規金型,,,,IMG_3381.JPG;IMG_3382.JPG;IMG_3407.JPG,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,WTN,006 R2,0,006 R2,006 R2,0,006 R2,006 R2,WTN006 R2
578,WTN-007,WTN007,3207,,1,1,2,,4488,,11/2/2023,,1,,,,WTN-007M,,2023,11,TRUE,11/11/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,91,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,WTN,007,0,007,007,0,007,007,WTN007
579,WTN-008,WTN008,3210,,1,1,2,,4479,,12/26/2023,,1,,,,WTN-008M,,2024,1,TRUE,1/25/2024,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,91,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,WTN,008,0,008,008,0,008,008,WTN008
580,WTN-008D,WTN008D,3209,,2,1,2,,4490,,,,1,,,,WTN-008D,,2023,12,TRUE,1/5/2024,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,WTN,008D,0,008D,008D,0,008D,008D,WTN008D
581,WTN-009 R1,WTN009R1,3211,,1,1,3,3,3078,,7/24/2024,,1,,,,WTN-009 R1,,2024,7,TRUE,8/7/2024,1.新規金型,,,,,,17.15,1. 社内,2. 外注,8/3/2024,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,177.1,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,WTN,009 R1,0,009 R1,009 R1,0,009 R1,009 R1,WTN009 R1
582,WTN-009D R1,WTN009DR1,3212,,2,1,2,,4492,,7/8/2024,,1,,,,WTN-009D R1,,2024,7,TRUE,7/17/2024,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,WTN,009D R1,0,009D R1,009D R1,0,009D R1,009D R1,WTN009D R1
583,YCM-033,YCM033,3228,,7,7,2,,3044,,4/12/2023,,1,,,,YCM-033,,2023,,TRUE,,新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,YCM,033,0,033,033,0,033,033,YCM033
584,YCM-035,YCM035,3230,,7,8,2,,85,,8/10/2023,,1,,,,YCM-035,,2023,,TRUE,,2.新規,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,YCM,035,0,035,035,0,035,035,YCM035
585,YCM-064,YCM064,3254,,1,1,2,,4494,,12/16/2022,,1,,,,YCM-064,,,,TRUE,12/19/2022,追加工,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,YCM,064,0,064,064,0,064,064,YCM064
586,YCM-066,YCM066,3256,,11,10,2,,89,,,,,,,,YCM-066,,2023,,TRUE,8/5/2023,,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,YCM,066,0,066,066,0,066,066,YCM066
587,YCM-068,YCM068,3257,,1,1,2,,104,,10/18/2022,,1,,,,YCM-068,,,,TRUE,11/4/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,YCM,068,0,068,068,0,068,068,YCM068
588,YCM-068 TEST,YCM068TEST,3257,,2,1,2,,104,,9/13/2022,9/15/2022,1,,,,YCM-068,,,,TRUE,9/15/2022,新規金型,,,,,,,,,,FALSE,No,No,,,No,,,FALSE,,,,,,FALSE,,FALSE,,4,YCM,068 TEST,0,068 TEST,068 TEST,0,068 TEST,068 TEST,YCM068 TEST
589,YCM-069 R1,YCM069R1,3259,,1,1,2,,4497,,10/17/2023,,1,,,,YCM-069M R1,,2023,10,TRUE,10/24/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,YCM,069 R1,0,069 R1,069 R1,0,069 R1,069 R1,YCM069 R1
590,YCM-070,YCM070,3262,,1,1,2,,4527,,10/3/2023,,1,,,,YCM-070M,,2023,10,TRUE,10/10/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,YCM,070,0,070,070,0,070,070,YCM070
591,YCM-070D R1,YCM070DR1,3261,,2,1,2,,4558,,,,1,,,,YCM-070D R1,,2023,9,TRUE,,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,YCM,070D R1,0,070D R1,070D R1,0,070D R1,070D R1,YCM070D R1
592,YCM-071,YCM071,3265,,1,1,2,,4509,,10/3/2023,,1,,,,YCM-071M,,2023,10,TRUE,10/11/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,157.5,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,YCM,071,0,071,071,0,071,071,YCM071
593,YCM-071D R1,YCM071DR1,3264,,2,1,2,,4541,,,,1,,,,YCM-071D,,2023,9,TRUE,,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,YCM,071D R1,0,071D R1,071D R1,0,071D R1,071D R1,YCM071D R1
594,YCM-072,YCM072,3267,,1,1,2,,4542,,11/29/2023,,1,,廃棄した　2024.02.09,,YCM-072M,,2023,11,TRUE,12/7/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,84,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,YCM,072,0,072,072,0,072,072,YCM072
595,YCM-072D,YCM072D,3266,,2,1,2,,4543,,11/13/2023,,1,,,,YCM-072D,,2023,11,TRUE,11/21/2023,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,YCM,072D,0,072D,072D,0,072D,072D,YCM072D
596,YCM-073,YCM073,3268,,1,1,2,,101,,1/23/2024,,1,,YCM-072（改）,,YCM-073,,2024,1,TRUE,1/31/2024,1.新規金型,,,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,95.2,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,YCM,073,0,073,073,0,073,073,YCM073
